CartID,Index,RawPos,MovingAverage,OrigFilter
14,266,0.714763,0.714771425,0.714758
14,267,0.714771,0.71477135,0.714758
14,268,0.714771,0.714771425,0.714759
14,269,0.714771,0.71477155,0.714759
14,270,0.714775,0.714771325,0.71476
14,271,0.714768,0.714770875,0.71476
14,272,0.714768,0.71477045,0.71476
14,273,0.714764,0.71477045,0.71476
14,274,0.714771,0.714770575,0.71476
14,275,0.714771,0.714770475,0.71476
14,276,0.714787,0.7147704,0.714762
14,277,0.714788,0.714770325,0.714764
14,278,0.714788,0.714770175,0.714766
14,279,0.714793,0.714770025,0.714768
14,280,0.714797,0.714770075,0.71477
14,281,0.714797,0.714770125,0.714772
14,282,0.714784,0.714770475,0.714772
14,283,0.714773,0.714770925,0.714772
14,284,0.714773,0.714771375,0.714771
14,285,0.714766,0.714771625,0.71477
14,286,0.714762,0.7147718,0.714768
14,287,0.714762,0.714771975,0.714767
14,288,0.714764,0.714772,0.714766
14,289,0.71476,0.714772025,0.714764
14,290,0.71476,0.714772075,0.714763
14,291,0.714761,0.7147719,0.714762
14,292,0.714769,0.7147719,0.714762
14,293,0.714769,0.714772175,0.714762
14,294,0.71476,0.71477265,0.714761
14,295,0.714762,0.71477295,0.71476
14,296,0.714762,0.71477335,0.71476
14,297,0.714759,0.714773175,0.714759
14,298,0.714763,0.714772975,0.714759
14,299,0.71477,0.71477265,0.714758
14,300,0.71477,0.71477225,0.714759
14,301,0.714775,0.71477175,0.71476
14,302,0.714778,0.714771275,0.71476
14,303,0.714778,0.714771,0.714761
14,304,0.714779,0.714771,0.714762
14,305,0.71477,0.714770925,0.714762
14,306,0.71477,0.71477095,0.714762
14,307,0.714772,0.714771075,0.714762
14,308,0.714772,0.714771525,0.714763
14,309,0.714773,0.714772,0.714763
14,310,0.714768,0.714772575,0.714763
14,311,0.714768,0.714773025,0.714762
14,312,0.714779,0.714773375,0.714763
14,313,0.714783,0.714773525,0.714764
14,314,0.714783,0.7147736,0.714765
14,315,0.714787,0.714774125,0.714767
14,316,0.71478,0.7147746,0.714767
14,317,0.71478,0.71477535,0.714768
14,318,0.714775,0.714776175,0.714768
14,319,0.714777,0.7147769,0.714768
14,320,0.714777,0.7147773,0.714768
14,321,0.714778,0.7147777,0.714768
14,322,0.714773,0.714777975,0.714768
14,323,0.714773,0.714777825,0.714768
14,324,0.71477,0.714777775,0.714767
14,325,0.714767,0.7147777,0.714767
14,326,0.714767,0.714777475,0.714766
14,327,0.71478,0.714777275,0.714766
14,328,0.714783,0.714777025,0.714767
14,329,0.714783,0.71477665,0.714768
14,330,0.714778,0.71477635,0.714768
14,331,0.714775,0.714776175,0.714768
14,332,0.714775,0.714776075,0.714768
14,333,0.714772,0.714775625,0.714768
14,334,0.714781,0.714775075,0.714768
14,335,0.714781,0.7147745,0.714769
14,336,0.714792,0.714773925,0.71477
14,337,0.714792,0.714773525,0.714772
14,338,0.714792,0.7147732,0.714773
14,339,0.714786,0.71477305,0.714773
14,340,0.714786,0.71477285,0.714774
14,341,0.714786,0.7147726,0.714774
14,342,0.714772,0.714772725,0.714773
14,343,0.714776,0.714772975,0.714773
14,344,0.714776,0.7147731,0.714772
14,345,0.714761,0.71477315,0.71477
14,346,0.714762,0.714773275,0.714769
14,347,0.714762,0.7147732,0.714767
14,348,0.714757,0.71477285,0.714765
14,349,0.714761,0.714772425,0.714764
14,350,0.714761,0.714772175,0.714763
14,351,0.714764,0.7147719,0.714762
14,352,0.714761,0.7147717,0.714761
14,353,0.714761,0.714771825,0.714761
14,354,0.71476,0.714771875,0.71476
14,355,0.714764,0.7147717,0.714759
14,356,0.714764,0.71477155,0.714759
14,357,0.714767,0.714770975,0.714759
14,358,0.714769,0.7147704,0.714759
14,359,0.714769,0.71476985,0.71476
14,360,0.714767,0.714769325,0.71476
14,361,0.714783,0.7147688,0.714761
14,362,0.714783,0.714768175,0.714763
14,363,0.714778,0.71476765,0.714763
14,364,0.714772,0.714767025,0.714763
14,365,0.714772,0.714766225,0.714763
14,366,0.714764,0.714765875,0.714763
14,367,0.714766,0.7147655,0.714762
14,368,0.714766,0.7147653,0.714762
14,369,0.714773,0.7147653,0.714762
14,370,0.714767,0.7147652,0.714762
14,371,0.714767,0.71476495,0.714762
14,372,0.71478,0.714764625,0.714763
14,373,0.714774,0.714764375,0.714763
14,374,0.714774,0.71476425,0.714763
14,375,0.714775,0.714764375,0.714764
14,376,0.714769,0.7147644,0.714764
14,377,0.714769,0.714764525,0.714763
14,378,0.71477,0.714764425,0.714763
14,379,0.714765,0.714764275,0.714763
14,380,0.714765,0.71476415,0.714762
14,381,0.714761,0.7147643,0.714761
14,382,0.714751,0.71476405,0.714759
14,383,0.714751,0.71476365,0.714758
14,384,0.714744,0.7147636,0.714756
14,385,0.714747,0.7147637,0.714754
14,386,0.714747,0.71476355,0.714752
14,387,0.714754,0.714763575,0.714752
14,388,0.714757,0.71476355,0.714752
14,389,0.714757,0.714763275,0.714751
14,390,0.714751,0.714762875,0.714751
14,391,0.714751,0.714762625,0.71475
14,392,0.714751,0.714762425,0.714749
14,393,0.714756,0.7147619,0.714749
14,394,0.714765,0.714761525,0.71475
14,395,0.714765,0.7147615,0.714751
14,396,0.714769,0.714761525,0.714752
14,397,0.714763,0.7147617,0.714752
14,398,0.714763,0.7147619,0.714752
14,399,0.714764,0.714762025,0.714753
14,400,0.714773,0.714762275,0.714754
14,401,0.714773,0.714762375,0.714755
14,402,0.714767,0.71476255,0.714755
14,403,0.714776,0.714762975,0.714757
14,404,0.714776,0.714763475,0.714758
14,405,0.714766,0.714764075,0.714758
14,406,0.714765,0.7147646,0.714758
14,407,0.714765,0.7147652,0.714758
14,408,0.714755,0.71476565,0.714757
14,409,0.714757,0.714766025,0.714756
14,410,0.714757,0.7147661,0.714755
14,411,0.714759,0.71476645,0.714755
14,412,0.714759,0.7147668,0.714755
14,413,0.714759,0.7147669,0.714754
14,414,0.714773,0.7147668,0.714755
14,415,0.714776,0.714766475,0.714757
14,416,0.714776,0.71476655,0.714758
14,417,0.714777,0.71476645,0.714759
14,418,0.714775,0.7147665,0.71476
14,419,0.714775,0.714766725,0.714761
14,420,0.714769,0.714767,0.714761
14,421,0.714768,0.71476705,0.714761
14,422,0.714768,0.714767,0.714761
14,423,0.714771,0.7147671,0.714761
14,424,0.714768,0.714766975,0.714761
14,425,0.714768,0.7147673,0.714761
14,426,0.714771,0.71476765,0.714761
14,427,0.714772,0.714768025,0.714761
14,428,0.714772,0.714768525,0.714761
14,429,0.71476,0.714769375,0.714761
14,430,0.714765,0.714770175,0.71476
14,431,0.714765,0.714770925,0.71476
14,432,0.714755,0.714771525,0.714759
14,433,0.714752,0.714772125,0.714757
14,434,0.714752,0.7147727,0.714756
14,435,0.714768,0.714772925,0.714756
14,436,0.714765,0.714773075,0.714756
14,437,0.714765,0.7147731,0.714756
14,438,0.714772,0.71477295,0.714757
14,439,0.714775,0.714772825,0.714758
14,440,0.714775,0.7147727,0.714759
14,441,0.714771,0.71477275,0.71476
14,442,0.714771,0.714772825,0.71476
14,443,0.714771,0.714773125,0.71476
14,444,0.714789,0.714773325,0.714762
14,445,0.71478,0.7147736,0.714763
14,446,0.71478,0.714773975,0.714764
14,447,0.714785,0.714774175,0.714766
14,448,0.714789,0.71477435,0.714767
14,449,0.714789,0.714774825,0.714769
14,450,0.714787,0.71477545,0.71477
14,451,0.714783,0.71477595,0.71477
14,452,0.714783,0.714776525,0.714771
14,453,0.714782,0.71477735,0.714771
14,454,0.714782,0.71477825,0.714771
14,455,0.714782,0.714779325,0.714772
14,456,0.714777,0.714779625,0.714771
14,457,0.714771,0.714779875,0.714771
14,458,0.71477,0.714780125,0.71477
14,459,0.71477,0.714780275,0.714769
14,460,0.714771,0.71478035,0.714768
14,461,0.714771,0.7147802,0.714768
14,462,0.71478,0.71478025,0.714768
14,463,0.714779,0.7147803,0.714769
14,464,0.714779,0.714780325,0.714769
14,465,0.714783,0.71477985,0.71477
14,466,0.714779,0.7147796,0.71477
14,467,0.714779,0.714779375,0.71477
14,468,0.714791,0.714779,0.714771
14,469,0.714785,0.714778525,0.714772
14,470,0.714785,0.714777825,0.714772
14,471,0.714788,0.71477725,0.714773
14,472,0.714788,0.714776775,0.714774
14,473,0.714788,0.714776125,0.714774
14,474,0.714795,0.7147756,0.714776
14,475,0.71478,0.714775075,0.714775
14,476,0.714775,0.71477465,0.714775
14,477,0.714775,0.714774475,0.714774
14,478,0.714778,0.71477445,0.714774
14,479,0.714778,0.714774525,0.714773
14,480,0.714769,0.714774625,0.714772
14,481,0.714773,0.7147747,0.714772
14,482,0.714773,0.7147748,0.714771
14,483,0.714772,0.7147745,0.71477
14,484,0.71477,0.714774225,0.714769
14,485,0.71477,0.7147739,0.714769
14,486,0.714771,0.714773675,0.714768
14,487,0.71477,0.71477355,0.714768
14,488,0.71477,0.714773425,0.714767
14,489,0.714761,0.71477285,0.714766
14,490,0.714764,0.714772425,0.714765
14,491,0.714764,0.714771825,0.714764
14,492,0.714757,0.714771375,0.714762
14,493,0.714761,0.714770925,0.714762
14,494,0.714761,0.7147709,0.714761
14,495,0.714765,0.714770575,0.71476
14,496,0.71477,0.714770475,0.714761
14,497,0.71477,0.7147705,0.714761
14,498,0.714773,0.714770475,0.714761
14,499,0.714774,0.71477035,0.714762
14,500,0.714774,0.714770225,0.714762
14,501,0.714775,0.71477025,0.714763
14,502,0.714768,0.714770175,0.714762
14,503,0.714768,0.714770325,0.714762
14,504,0.714766,0.714770325,0.714762
14,505,0.714774,0.714770375,0.714762
14,506,0.714774,0.714770475,0.714763
14,507,0.714774,0.714770625,0.714763
14,508,0.714768,0.7147708,0.714763
14,509,0.714768,0.714771125,0.714763
14,510,0.714761,0.714771475,0.714762
14,511,0.71477,0.71477175,0.714762
14,512,0.71477,0.714771925,0.714762
14,513,0.714787,0.714772425,0.714763
14,514,0.714782,0.714772825,0.714764
14,515,0.714776,0.714773275,0.714765
14,516,0.714776,0.714773675,0.714766
14,517,0.714774,0.71477395,0.714766
14,518,0.714773,0.71477415,0.714766
14,519,0.714773,0.714774075,0.714766
14,520,0.71477,0.714773975,0.714765
14,521,0.71477,0.714774075,0.714765
14,522,0.714779,0.714774125,0.714766
14,523,0.714772,0.71477435,0.714766
14,524,0.714772,0.7147743,0.714765
14,525,0.714774,0.71477445,0.714766
14,526,0.714777,0.7147744,0.714766
14,527,0.714777,0.714774325,0.714766
14,528,0.714783,0.714774575,0.714767
14,529,0.714775,0.714774975,0.714767
14,530,0.714775,0.71477495,0.714767
14,531,0.714771,0.7147751,0.714767
14,532,0.714777,0.714775025,0.714767
14,533,0.714777,0.7147752,0.714767
14,534,0.714779,0.714774825,0.714768
14,535,0.714781,0.714774575,0.714768
14,536,0.714781,0.714774675,0.714769
14,537,0.714778,0.71477465,0.714769
14,538,0.71477,0.714774675,0.714768
14,539,0.71477,0.714774425,0.714768
14,540,0.714778,0.714774275,0.714768
14,541,0.714777,0.7147742,0.714768
14,542,0.714777,0.71477395,0.714768
14,543,0.714766,0.714773675,0.714767
14,544,0.714772,0.714773575,0.714767
14,545,0.714772,0.714773675,0.714767
14,546,0.714771,0.7147737,0.714766
14,547,0.714784,0.71477365,0.714767
14,548,0.714784,0.714773575,0.714768
14,549,0.714767,0.714773525,0.714767
14,550,0.714767,0.714773675,0.714766
14,551,0.714767,0.714773925,0.714766
14,552,0.714777,0.71477415,0.714766
14,553,0.714772,0.714774225,0.714766
14,554,0.714772,0.71477405,0.714766
14,555,0.71478,0.71477385,0.714766
14,556,0.714775,0.7147736,0.714766
14,557,0.714775,0.71477315,0.714767
14,558,0.714763,0.71477285,0.714765
14,559,0.714767,0.71477275,0.714765
14,560,0.714767,0.714772875,0.714764
14,561,0.71476,0.7147725,0.714763
14,562,0.714768,0.71477215,0.714763
14,563,0.714768,0.714771775,0.714762
14,564,0.714776,0.7147718,0.714763
14,565,0.714775,0.714771675,0.714763
14,566,0.714775,0.714771325,0.714764
14,567,0.714774,0.714771125,0.714764
14,568,0.714781,0.7147706,0.714765
14,569,0.714781,0.714769725,0.714766
14,570,0.714785,0.714769575,0.714767
14,571,0.71478,0.714769425,0.714767
14,572,0.71478,0.714769225,0.714768
14,573,0.71477,0.71476885,0.714767
14,574,0.714771,0.7147686,0.714767
14,575,0.714771,0.714768325,0.714767
14,576,0.714763,0.71476795,0.714765
14,577,0.714766,0.7147677,0.714765
14,578,0.714766,0.714767425,0.714764
14,579,0.714775,0.7147675,0.714764
14,580,0.714763,0.714767475,0.714764
14,581,0.714763,0.714767825,0.714763
14,582,0.714762,0.714768625,0.714762
14,583,0.714767,0.714769225,0.714762
14,584,0.714767,0.71476965,0.714761
14,585,0.714758,0.714769725,0.71476
14,586,0.714763,0.714769825,0.71476
14,587,0.714763,0.7147698,0.714759
14,588,0.714749,0.71476995,0.714757
14,589,0.714761,0.714769925,0.714757
14,590,0.714761,0.714770175,0.714757
14,591,0.714759,0.714770225,0.714756
14,592,0.714762,0.7147704,0.714756
14,593,0.714762,0.714770225,0.714756
14,594,0.714761,0.71477025,0.714755
14,595,0.714765,0.71477025,0.714756
14,596,0.714765,0.714770175,0.714756
14,597,0.714764,0.71477045,0.714756
14,598,0.714766,0.71477065,0.714756
14,599,0.714766,0.7147717,0.714756
14,600,0.714781,0.7147735,0.714758
14,601,0.714792,0.7147756,0.714761
14,602,0.714792,0.714781225,0.714763
14,603,0.714785,0.714791275,0.714764
14,604,0.714779,0.7148012,0.714765
14,605,0.714779,0.7148203,0.714766
14,606,0.714774,0.7148508,0.714766
14,607,0.71478,0.714881175,0.714766
14,608,0.71478,0.714924375,0.714767
14,609,0.714791,0.714981575,0.714768
14,610,0.714787,0.715038475,0.71477
14,611,0.714787,0.715123725,0.71477
14,612,0.714773,0.71522685,0.71477
14,613,0.714771,0.7153299,0.714769
14,614,0.714771,0.71545745,0.714769
14,615,0.714768,0.715603875,0.714768
14,616,0.714774,0.7157502,0.714768
14,617,0.714774,0.7159278,0.714768
14,618,0.714808,0.716126725,0.714771
14,619,0.714847,0.7163256,0.714778
14,620,0.714847,0.716559975,0.714784
14,621,0.714988,0.716820575,0.714804
14,622,0.715164,0.7170809,0.714839
14,623,0.715164,0.7173785,0.714871
14,624,0.715531,0.7177037,0.714936
14,625,0.715978,0.71802905,0.715039
14,626,0.715978,0.718394575,0.715132
14,627,0.716491,0.718788925,0.715267
14,628,0.717037,0.719183125,0.715443
14,629,0.717037,0.7196292,0.715602
14,630,0.718171,0.7201178,0.715858
14,631,0.718884,0.7206065,0.71616
14,632,0.718884,0.721134725,0.716432
14,633,0.719864,0.72170385,0.716774
14,634,0.720618,0.722273025,0.717158
14,635,0.720618,0.722886775,0.717503
14,636,0.721869,0.723535575,0.717939
14,637,0.722721,0.724184225,0.718416
14,638,0.722721,0.724889625,0.718846
14,639,0.724141,0.725631075,0.719375
14,640,0.725205,0.72637155,0.719957
14,641,0.725205,0.727189075,0.720481
14,642,0.726696,0.7280395,0.721102
14,643,0.727793,0.728885525,0.72177
14,644,0.727793,0.729788725,0.722372
14,645,0.7294,0.730729175,0.723074
14,646,0.730548,0.73165845,0.72382
14,647,0.730548,0.732646675,0.724492
14,648,0.732623,0.73367735,0.725304
14,649,0.734335,0.734694375,0.726207
14,650,0.734335,0.735777575,0.727019
14,651,0.735916,0.736869725,0.727908
14,652,0.737538,0.73794405,0.72887
14,653,0.737538,0.7390966,0.729736
14,654,0.739321,0.74027475,0.730694
14,655,0.74072,0.74143405,0.731696
14,656,0.74072,0.74268625,0.732597
14,657,0.74299,0.743967925,0.733636
14,658,0.744466,0.7452283,0.734718
14,659,0.744466,0.7465622,0.735692
14,660,0.747548,0.747897425,0.736877
14,661,0.749005,0.749291125,0.738089
14,662,0.749005,0.750684825,0.73918
14,663,0.751292,0.75211715,0.74039
14,664,0.753149,0.75352205,0.741665
14,665,0.753149,0.75501425,0.742813
14,666,0.755507,0.7565228,0.744081
14,667,0.757718,0.75800265,0.745444
14,668,0.757718,0.75956835,0.746671
14,669,0.760365,0.76114205,0.748039
14,670,0.761857,0.76267295,0.74942
14,671,0.761857,0.7643002,0.750663
14,672,0.764986,0.765955275,0.752095
14,673,0.76699,0.7675698,0.753584
14,674,0.76699,0.769287175,0.754923
14,675,0.770706,0.77099665,0.756501
14,676,0.773136,0.77267115,0.758164
14,677,0.773136,0.77445815,0.75966
14,678,0.776077,0.776260175,0.761301
14,679,0.77755,0.7780253,0.762925
14,680,0.780953,0.779899575,0.764387
14,681,0.780953,0.781768575,0.766043
14,682,0.783989,0.78360115,0.767837
14,683,0.783989,0.7855093,0.769451
14,684,0.787481,0.787439925,0.771253
14,685,0.789742,0.789324125,0.773101
14,686,0.789742,0.791320025,0.774765
14,687,0.793176,0.793336075,0.776605
14,688,0.795571,0.79529685,0.778501
14,689,0.795571,0.797371175,0.780207
14,690,0.799425,0.799457725,0.782128
14,691,0.802119,0.801506975,0.784126
14,692,0.802119,0.8036626,0.785925
14,693,0.806233,0.805806675,0.787955
14,694,0.8077,0.80790065,0.789928
14,695,0.8077,0.810115475,0.791705
14,696,0.8122,0.8123137,0.793754
