CartID,Index,RawPos,MovingAverage
45,945,-0.101057,-0.101057
45,946,-0.086935,-0.086935
45,947,-0.086935,-0.086935
45,948,-0.09307,-0.09307
45,949,-0.078148,-0.06065045
45,950,-0.078148,-0.059545904761904765
45,951,-0.075915,-0.05777504545454545
45,952,-0.082143,-0.05615817391304348
45,953,-0.082143,-0.05499925
45,954,-0.068277,-0.05374004
45,955,-0.06423,-0.052577692307692304
45,956,-0.06423,-0.05084737037037037
45,957,-0.060199,-0.04952167857142857
45,958,-0.06680599999999999,-0.04828741379310345
45,959,-0.06680599999999999,-0.04697773333333333
45,960,-0.053439,-0.045173096774193545
45,961,-0.043714,-0.04348125
45,962,-0.043714,-0.04195766666666667
45,963,-0.05459,-0.04053029411764705
45,964,-0.05037,-0.03918448571428571
45,965,-0.05037,-0.03776730555555555
45,966,-0.046157,-0.0363307027027027
45,967,-0.041805,-0.03496971052631579
45,968,-0.041805,-0.033631076923076916
45,969,-0.037455,-0.032317975
45,970,-0.020587,-0.02989195
45,971,-0.020587,-0.02724935
45,972,-0.028344,-0.024555775
45,973,-0.023519,-0.0217065
45,974,-0.023519,-0.0187741
45,975,-0.0058590000000000005,-0.0161322
45,976,-0.013728,-0.013591474999999995
45,977,-0.013728,-0.0108387
45,978,-0.008997,-0.008111275000000001
45,979,0.008966,-0.005218675
45,980,0.008966,-0.0020543000000000002
45,981,0.006797,0.0008062250000000004
45,982,0.006573000000000001,0.003423625
45,983,0.006573000000000001,0.00626225
45,984,0.011834,0.00943565
45,985,0.015387,0.012503550000000002
45,986,0.015387,0.01579435
45,987,0.017237,0.019041725
45,988,0.018893,0.0221803
45,989,0.018893,0.0254197
45,990,0.027556,0.02864785
45,991,0.031827999999999995,0.031454300000000004
45,992,0.031827999999999995,0.0343791
45,993,0.035153,0.037595775
45,994,0.037399,0.040691825
45,995,0.037399,0.0439533
45,996,0.045881,0.046881599999999995
45,997,0.048898,0.050006624999999985
45,998,0.048898,0.0533207
45,999,0.059769,0.05662845000000001
45,1000,0.060982000000000015,0.059487125
45,1001,0.060982000000000015,0.062527425
45,1002,0.06983099999999999,0.065751
45,1003,0.07234600000000001,0.068980175
45,1004,0.07234600000000001,0.07238355
45,1005,0.081262,0.07577945
45,1006,0.08373799999999999,0.079086525
45,1007,0.08373799999999999,0.0825669
45,1008,0.087771,0.08616055
45,1009,0.091671,0.08971280000000001
45,1010,0.091671,0.09345505
45,1011,0.096405,0.097127125
45,1012,0.100323,0.1006924
45,1013,0.100323,0.10446480000000001
45,1014,0.10694,0.108273175
45,1015,0.111273,0.11202539999999997
45,1016,0.111273,0.1159939
45,1017,0.118835,0.11988720000000001
45,1018,0.123313,0.123705075
45,1019,0.123313,0.127756275
45,1020,0.130578,0.13165785
45,1021,0.13574,0.1355291
45,1022,0.13574,0.13962245
45,1023,0.142708,0.14363470000000003
45,1024,0.14767,0.14758407499999998
45,1025,0.14767,0.15177132499999998
45,1026,0.154602,0.155873675
45,1027,0.160983,0.15991412500000002
45,1028,0.160983,0.1641756
45,1029,0.16858299999999998,0.16850625
45,1030,0.174439,0.17273940000000002
45,1031,0.174439,0.177131925
45,1032,0.182724,0.1815881
45,1033,0.187488,0.185946325
45,1034,0.187488,0.190551225
45,1035,0.196139,0.19510585
45,1036,0.201613,0.19955215
45,1037,0.201613,0.204236875
45,1038,0.210946,0.20888375
45,1039,0.215832,0.213418675
45,1040,0.215832,0.21822525
45,1041,0.224716,0.2229668
45,1042,0.230321,0.22757929999999996
45,1043,0.230321,0.23243632500000005
45,1044,0.239836,0.23730597500000006
45,1045,0.245356,0.242051575
45,1046,0.245356,0.24705320000000003
45,1047,0.254197,0.252048025
45,1048,0.260997,0.256883325
45,1049,0.260997,0.2619263
45,1050,0.267372,0.26692455000000004
45,1051,0.274652,0.27177640000000003
45,1052,0.274652,0.27690665000000003
45,1053,0.284519,0.28199087500000003
45,1054,0.289125,0.286956
45,1055,0.289125,0.29217750000000003
45,1056,0.298662,0.297363
45,1057,0.30471,0.30241165
45,1058,0.30471,0.30770012500000005
45,1059,0.315576,0.31292307499999994
45,1060,0.32024,0.318023875
45,1061,0.32024,0.323446475
45,1062,0.330021,0.32880555
45,1063,0.337494,0.3340245
45,1064,0.337494,0.33946435
45,1065,0.347735,0.344869575
45,1066,0.354395,0.3501368
45,1067,0.354395,0.355660225
45,1068,0.362702,0.361141
45,1069,0.368513,0.366451775
45,1070,0.368513,0.372000925
45,1071,0.379649,0.3775563
45,1072,0.386093,0.382929675
45,1073,0.386093,0.388586075
45,1074,0.396348,0.3941598
45,1075,0.403559,0.399618375
45,1076,0.403559,0.40528565
45,1077,0.413152,0.410923275
45,1078,0.419864,0.4164097
45,1079,0.419864,0.4221587000000001
45,1080,0.432736,0.427751175
45,1081,0.439079,0.43322705
45,1082,0.439079,0.4390340999999999
45,1083,0.447915,0.4447087000000001
45,1084,0.456045,0.450196475
45,1085,0.456045,0.4560293250000001
45,1086,0.466293,0.4617617
45,1087,0.473428,0.467327575
45,1088,0.473428,0.473142075
45,1089,0.482963,0.47889129999999996
45,1090,0.489587,0.48449525
45,1091,0.489587,0.490355475
45,1092,0.500908,0.49611359999999993
45,1093,0.507468,0.5017106250000001
45,1094,0.507468,0.50747355
45,1095,0.5158159999999999,0.51322275
45,1096,0.524167,0.5187916750000001
45,1097,0.524167,0.5246240000000001
45,1098,0.53467,0.530323775
45,1099,0.539275,0.53585575
45,1100,0.539275,0.54166375
45,1101,0.5525220000000001,0.54733845
45,1102,0.557005,0.5528545749999999
45,1103,0.557005,0.55857695
45,1104,0.570808,0.5642346249999999
45,1105,0.57703,0.56968905
45,1106,0.57703,0.575403975
45,1107,0.586975,0.58102735
45,1108,0.5926710000000001,0.58647235
45,1109,0.5926710000000001,0.592103725
45,1110,0.6029220000000001,0.59768405
45,1111,0.609974,0.6030987750000001
45,1112,0.609974,0.608734225
45,1113,0.61661,0.61422325
45,1114,0.626316,0.619548275
45,1115,0.626316,0.625100975
45,1116,0.6368520000000001,0.6306141000000001
45,1117,0.641143,0.6359184499999999
45,1118,0.641143,0.641474475
45,1119,0.652184,0.6468338250000001
45,1120,0.659724,0.65207805
45,1121,0.659724,0.657555775
45,1122,0.667974,0.6627967499999999
45,1123,0.674222,0.66792565
45,1124,0.674222,0.673315075
45,1125,0.684642,0.678516425
45,1126,0.691228,0.683562225
45,1127,0.691228,0.68889895
45,1128,0.6986829999999999,0.6941255999999999
45,1129,0.706176,0.69920985
45,1130,0.706176,0.7044992750000001
45,1131,0.715005,0.7096862749999999
45,1132,0.7204689999999999,0.7146969750000001
45,1133,0.7204689999999999,0.7199226999999999
45,1134,0.729576,0.725130775
45,1135,0.736341,0.7300962
45,1136,0.736341,0.7351236999999999
45,1137,0.746408,0.740082125
45,1138,0.7490439999999999,0.744933275
45,1139,0.7490439999999999,0.750082525
45,1140,0.7583840000000001,0.7550736499999999
45,1141,0.762161,0.759876275
45,1142,0.762161,0.7647811
45,1143,0.772582,0.7696453249999999
45,1144,0.7788619999999999,0.7743533499999999
45,1145,0.7788619999999999,0.7792257250000001
45,1146,0.790499,0.78402995
45,1147,0.796041,0.7886695250000001
45,1148,0.796041,0.793493875
45,1149,0.804248,0.79825495
45,1150,0.8104020000000001,0.8028286999999998
45,1151,0.8104020000000001,0.8076188250000002
45,1152,0.8190029999999999,0.812333525
45,1153,0.824933,0.816911625
45,1154,0.824933,0.821704375
45,1155,0.827416,0.8263787
45,1156,0.835189,0.8308838999999999
45,1157,0.835189,0.8355691000000001
45,1158,0.8471129999999999,0.8401488749999999
45,1159,0.8518290000000001,0.84466275
45,1160,0.8518290000000001,0.8493596
45,1161,0.855917,0.8539146750000001
45,1162,0.8625430000000001,0.8583753249999999
45,1163,0.8625430000000001,0.8630497499999998
45,1164,0.869117,0.86756505
45,1165,0.876811,0.87192335
45,1166,0.876811,0.8764761000000001
45,1167,0.884202,0.8808375999999999
45,1168,0.889126,0.8850605500000001
45,1169,0.889126,0.88944885
45,1170,0.8977809999999999,0.8937564
45,1171,0.903593,0.8979101
45,1172,0.903593,0.902237525
45,1173,0.912179,0.906468675
45,1174,0.916549,0.910551575
45,1175,0.916549,0.914780675
45,1176,0.923749,0.91906895
