CartID,Index,RawPos,MovingAverage
21,1843,0.006509,0.0231078
21,1844,0.006509,0.02471295238095238
21,1845,0.00855,0.026378181818181818
21,1846,0.006684999999999999,0.027898608695652173
21,1847,0.006684999999999999,0.029358666666666675
21,1848,0.005795000000000001,0.03097068
21,1849,0.010451,0.032458692307692306
21,1850,0.010451,0.03416
21,1851,0.017384,0.03578214285714286
21,1852,0.020654,0.03729241379310345
21,1853,0.020654,0.0390612
21,1854,0.026904,0.040752
21,1855,0.032330000000000005,0.042337125
21,1856,0.032330000000000005,0.04392366666666666
21,1857,0.037947,0.04549917647058824
21,1858,0.038629,0.046984657142857135
21,1859,0.038629,0.048735333333333325
21,1860,0.040594,0.05047464864864865
21,1861,0.047233,0.05212242105263158
21,1862,0.047233,0.05396669230769231
21,1863,0.056816,0.055770300000000016
21,1864,0.061348,0.05876035
21,1865,0.061348,0.06187675
21,1866,0.06294,0.065035225
21,1867,0.069659,0.06824032500000002
21,1868,0.069659,0.071739275
21,1869,0.078394,0.07546537500000003
21,1870,0.07958,0.079075075
21,1871,0.07958,0.08291757500000001
21,1872,0.090356,0.08678575
21,1873,0.091476,0.090572175
21,1874,0.091476,0.094613875
21,1875,0.094693,0.098535375
21,1876,0.097491,0.102321225
21,1877,0.097491,0.106341775
21,1878,0.110009,0.11037700000000003
21,1879,0.11309,0.114395175
21,1880,0.11309,0.118511475
21,1881,0.124049,0.122644475
21,1882,0.126111,0.12661150000000002
21,1883,0.126111,0.13084945
21,1884,0.131165,0.134931475
21,1885,0.134889,0.13890019999999995
21,1886,0.134889,0.143176625
21,1887,0.146643,0.14756022500000002
21,1888,0.154839,0.15177585
21,1889,0.154839,0.156116475
21,1890,0.164151,0.160338675
21,1891,0.172111,0.164531225
21,1892,0.172111,0.16902215
21,1893,0.182322,0.17332920000000002
21,1894,0.183764,0.17760825
21,1895,0.183764,0.18217555
21,1896,0.193152,0.18673779999999998
21,1897,0.199356,0.1912301
21,1898,0.199356,0.1958693
21,1899,0.203281,0.20038665
21,1900,0.205914,0.204826975
21,1901,0.205914,0.209429775
21,1902,0.21675100000000005,0.213857525
21,1903,0.220097,0.218233725
21,1904,0.220097,0.2228105
21,1905,0.23240500000000006,0.22738119999999998
21,1906,0.238284,0.23185879999999998
21,1907,0.238284,0.236532575
21,1908,0.24328400000000006,0.2410398
21,1909,0.24728200000000006,0.245342125
21,1910,0.24728200000000006,0.24996520000000005
21,1911,0.25921700000000003,0.25445085
21,1912,0.26263800000000004,0.25873749999999995
21,1913,0.26263800000000004,0.263205725
21,1914,0.274168,0.26752445
21,1915,0.277183,0.27180712500000004
21,1916,0.277183,0.27629807500000003
21,1917,0.283059,0.28067605
21,1918,0.29070300000000004,0.284898925
21,1919,0.29070300000000004,0.28931940000000006
21,1920,0.297202,0.29376810000000003
21,1921,0.301159,0.298150975
21,1922,0.301159,0.30273595000000003
21,1923,0.309182,0.307164825
21,1924,0.313993,0.31151005
21,1925,0.313993,0.316075575
21,1926,0.32184,0.320447625
21,1927,0.326932,0.32467270000000004
21,1928,0.326932,0.329144125
21,1929,0.339762,0.333582325
21,1930,0.343577,0.33792057499999995
21,1931,0.343577,0.3424844
21,1932,0.35084,0.3468335
21,1933,0.355071,0.351097075
21,1934,0.355071,0.355561
21,1935,0.363402,0.359736675
21,1936,0.368271,0.3639711
21,1937,0.368271,0.368333175
21,1938,0.376175,0.3727071750000001
21,1939,0.381229,0.3768900750000001
21,1940,0.381229,0.3812466
21,1941,0.389313,0.3855478
21,1942,0.393906,0.389750075
21,1943,0.393906,0.394132125
21,1944,0.402718,0.39841205
21,1945,0.407287,0.4025717
21,1946,0.407287,0.406897675
21,1947,0.417141,0.41113705
21,1948,0.420812,0.415249125
21,1949,0.420812,0.4195262
21,1950,0.429835,0.42361945
21,1951,0.433181,0.4276173250000001
21,1952,0.433181,0.4317877749999999
21,1953,0.441195,0.4358801250000001
21,1954,0.441195,0.4398667
21,1955,0.44656,0.4439820250000001
21,1956,0.451666,0.4479880749999999
21,1957,0.458019,0.4518724000000001
21,1958,0.458019,0.4559573
21,1959,0.464964,0.4599311
21,1960,0.46925,0.46377855
21,1961,0.46925,0.46774405
21,1962,0.476441,0.47163925
21,1963,0.480379,0.475419625
21,1964,0.480379,0.4793134
21,1965,0.487032,0.483070025
21,1966,0.491415,0.486712425
21,1967,0.491415,0.4905162
21,1968,0.498015,0.4941707249999999
21,1969,0.503492,0.4977334749999999
21,1970,0.503492,0.5014329249999999
21,1971,0.5103949999999999,0.504989225
21,1972,0.514534,0.508461875
21,1973,0.514534,0.5120531249999999
21,1974,0.519684,0.51554195
21,1975,0.523644,0.5190307749999999
21,1976,0.523644,0.5225297999999999
21,1977,0.531667,0.5259011749999999
21,1978,0.535127,0.529180125
21,1979,0.535127,0.532587025
21,1980,0.539849,0.535854925
21,1981,0.545121,0.5390156749999999
21,1982,0.545121,0.5423370249999999
21,1983,0.549657,0.545521675
21,1984,0.552983,0.548607875
21,1985,0.552983,0.5518179
21,1986,0.559438,0.554916675
21,1987,0.563322,0.557905875
21,1988,0.563322,0.5610166999999999
21,1989,0.56879,0.5640620000000001
21,1990,0.572087,0.566970375
21,1991,0.572087,0.5699628750000001
21,1992,0.5768310000000001,0.5728499499999999
21,1993,0.5807479999999999,0.5756335499999999
21,1994,0.5807479999999999,0.5785486999999999
21,1995,0.586521,0.581367125
21,1996,0.586521,0.58408655
21,1997,0.5891770000000001,0.586910525
21,1998,0.594295,0.589602725
21,1999,0.59568,0.5922084249999999
21,2000,0.59568,0.5948878000000001
21,2001,0.602104,0.59751385
21,2002,0.603827,0.6000080999999999
21,2003,0.603827,0.602583275
21,2004,0.60878,0.60511435
21,2005,0.6109829999999999,0.607562275
21,2006,0.6109829999999999,0.6100919499999999
21,2007,0.615848,0.61249255
21,2008,0.619827,0.61479605
21,2009,0.619827,0.617171075
